subject,trialCount,trialAttempt,slot,src,acc
a2vo8c41jjiqy9,2,13,slot4,picture1_neutral.jpg,1
a2vo8c41jjiqy9,2,13,slot5,picture8_neutral.jpg,0
a2vo8c41jjiqy9,2,13,slot6,picture1_threat.jpg,1
a2vo8c41jjiqy9,2,13,slot7,picture6_neutral.jpg,0
a2vo8c41jjiqy9,2,13,slot8,picture2_threat.jpg,1
a2vo8c41jjiqy9,2,13,slot9,picture9_neutral.jpg,0
a2vo8c41jjiqy9,2,14,slot0,picture2_neutral.jpg,1
a2vo8c41jjiqy9,2,14,slot1,picture7_neutral.jpg,1
a2vo8c41jjiqy9,2,14,slot2,picture4_threat.jpg,1
a2vo8c41jjiqy9,2,14,slot3,picture3_threat.jpg,1
a2vo8c41jjiqy9,2,14,slot4,picture1_neutral.jpg,1
a2vo8c41jjiqy9,2,14,slot5,picture6_neutral.jpg,1
a2vo8c41jjiqy9,2,14,slot6,picture9_neutral.jpg,0
a2vo8c41jjiqy9,2,14,slot7,picture8_neutral.jpg,0
a2vo8c41jjiqy9,2,14,slot8,picture2_threat.jpg,1
a2vo8c41jjiqy9,2,14,slot9,picture1_threat.jpg,0
a2vo8c41jjiqy9,2,15,slot0,picture2_neutral.jpg,1
a2vo8c41jjiqy9,2,15,slot1,picture7_neutral.jpg,1
a2vo8c41jjiqy9,2,15,slot2,picture4_threat.jpg,1
a2vo8c41jjiqy9,2,15,slot3,picture3_threat.jpg,1
a2vo8c41jjiqy9,2,15,slot4,picture1_neutral.jpg,1
a2vo8c41jjiqy9,2,15,slot5,picture6_neutral.jpg,1
a2vo8c41jjiqy9,2,15,slot6,picture9_neutral.jpg,0
a2vo8c41jjiqy9,2,15,slot7,picture8_neutral.jpg,0
a2vo8c41jjiqy9,2,15,slot8,picture2_threat.jpg,1
a2vo8c41jjiqy9,2,15,slot9,picture1_threat.jpg,0
a2vo8c41jjiqy9,2,16,slot0,picture2_neutral.jpg,1
a2vo8c41jjiqy9,2,16,slot1,picture7_neutral.jpg,1
a2vo8c41jjiqy9,2,16,slot2,picture4_threat.jpg,1
a2vo8c41jjiqy9,2,16,slot3,picture3_threat.jpg,1
a2vo8c41jjiqy9,2,16,slot4,picture1_neutral.jpg,1
a2vo8c41jjiqy9,2,16,slot5,picture6_neutral.jpg,1
a2vo8c41jjiqy9,2,16,slot6,picture8_neutral.jpg,0
a2vo8c41jjiqy9,2,16,slot7,picture9_neutral.jpg,1
a2vo8c41jjiqy9,2,16,slot8,picture2_threat.jpg,1
a2vo8c41jjiqy9,2,16,slot9,picture1_threat.jpg,0
a2vo8c41jjiqy9,2,17,slot0,picture2_neutral.jpg,1
a2vo8c41jjiqy9,2,17,slot1,picture7_neutral.jpg,1
a2vo8c41jjiqy9,2,17,slot2,picture4_threat.jpg,1
a2vo8c41jjiqy9,2,17,slot3,picture3_threat.jpg,1
a2vo8c41jjiqy9,2,17,slot4,picture1_neutral.jpg,1
a2vo8c41jjiqy9,2,17,slot5,picture6_neutral.jpg,1
a2vo8c41jjiqy9,2,17,slot6,picture1_threat.jpg,1
a2vo8c41jjiqy9,2,17,slot7,picture9_neutral.jpg,1
a2vo8c41jjiqy9,2,17,slot8,picture2_threat.jpg,1
a2vo8c41jjiqy9,2,17,slot9,picture8_neutral.jpg,1
a2vo8c41jjiqy9,3,1,slot0,picture2_neutral.jpg,1
a2vo8c41jjiqy9,3,1,slot1,picture7_neutral.jpg,1
a2vo8c41jjiqy9,3,1,slot2,picture4_threat.jpg,1
a2vo8c41jjiqy9,3,1,slot3,picture3_threat.jpg,1
a2vo8c41jjiqy9,3,1,slot4,picture1_neutral.jpg,1
a2vo8c41jjiqy9,3,1,slot5,picture9_neutral.jpg,0
a2vo8c41jjiqy9,3,1,slot6,picture1_threat.jpg,1
a2vo8c41jjiqy9,3,1,slot7,picture6_neutral.jpg,0
a2vo8c41jjiqy9,3,1,slot8,picture2_threat.jpg,1
a2vo8c41jjiqy9,3,1,slot9,picture8_neutral.jpg,1
a2vo8c41jjiqy9,3,2,slot0,picture2_neutral.jpg,1
a2vo8c41jjiqy9,3,2,slot1,picture7_neutral.jpg,1
a2vo8c41jjiqy9,3,2,slot2,picture4_threat.jpg,1
a2vo8c41jjiqy9,3,2,slot3,picture3_threat.jpg,1
a2vo8c41jjiqy9,3,2,slot4,picture1_neutral.jpg,1
a2vo8c41jjiqy9,3,2,slot5,picture6_neutral.jpg,1
a2vo8c41jjiqy9,3,2,slot6,picture1_threat.jpg,1
a2vo8c41jjiqy9,3,2,slot7,picture9_neutral.jpg,1
a2vo8c41jjiqy9,3,2,slot8,picture2_threat.jpg,1
a2vo8c41jjiqy9,3,2,slot9,picture8_neutral.jpg,1
a12d8yonw8tywu,2,1,slot0,picture5_neutral.jpg,1
a12d8yonw8tywu,2,1,slot1,picture9_neutral.jpg,1
a12d8yonw8tywu,2,1,slot2,picture4_threat.jpg,1
a12d8yonw8tywu,2,1,slot3,picture3_threat.jpg,1
a12d8yonw8tywu,2,1,slot4,picture1_neutral.jpg,1
a12d8yonw8tywu,2,1,slot5,picture7_neutral.jpg,1
a12d8yonw8tywu,2,1,slot6,picture4_neutral.jpg,1
a12d8yonw8tywu,2,1,slot7,picture2_threat.jpg,1
a12d8yonw8tywu,2,1,slot8,picture1_threat.jpg,0
a12d8yonw8tywu,2,1,slot9,picture3_neutral.jpg,0
a12d8yonw8tywu,2,2,slot0,picture5_neutral.jpg,1
a12d8yonw8tywu,2,2,slot1,picture9_neutral.jpg,1
a12d8yonw8tywu,2,2,slot2,picture4_threat.jpg,1
a12d8yonw8tywu,2,2,slot3,picture3_threat.jpg,1
a12d8yonw8tywu,2,2,slot4,picture1_neutral.jpg,1
a12d8yonw8tywu,2,2,slot5,picture7_neutral.jpg,1
a12d8yonw8tywu,2,2,slot6,picture4_neutral.jpg,1
a12d8yonw8tywu,2,2,slot7,picture2_threat.jpg,1
a12d8yonw8tywu,2,2,slot8,picture3_neutral.jpg,1
a12d8yonw8tywu,2,2,slot9,picture1_threat.jpg,1
a273wocs111dh0,2,1,slot0,picture9_neutral.jpg,0
a273wocs111dh0,2,1,slot1,picture5_neutral.jpg,0
a273wocs111dh0,2,1,slot2,picture4_threat.jpg,0
a273wocs111dh0,2,1,slot3,picture6_neutral.jpg,0
a273wocs111dh0,2,1,slot4,picture4_neutral.jpg,0
a273wocs111dh0,2,1,slot5,picture1_threat.jpg,0
a273wocs111dh0,2,1,slot6,picture2_threat.jpg,0
a273wocs111dh0,2,1,slot7,picture3_threat.jpg,1
a273wocs111dh0,2,1,slot8,picture10_neutral.jpg,0
a273wocs111dh0,2,1,slot9,picture3_neutral.jpg,0
a273wocs111dh0,2,2,slot0,picture9_neutral.jpg,0
a273wocs111dh0,2,2,slot1,picture5_neutral.jpg,0
a273wocs111dh0,2,2,slot2,picture4_threat.jpg,0
a273wocs111dh0,2,2,slot3,picture6_neutral.jpg,0
a273wocs111dh0,2,2,slot4,picture3_neutral.jpg,0
a273wocs111dh0,2,2,slot5,picture1_threat.jpg,0
a273wocs111dh0,2,2,slot6,picture2_threat.jpg,0
a273wocs111dh0,2,2,slot7,picture3_threat.jpg,1
a273wocs111dh0,2,2,slot8,picture10_neutral.jpg,0
a273wocs111dh0,2,2,slot9,picture4_neutral.jpg,0
a273wocs111dh0,2,3,slot0,picture5_neutral.jpg,0
a273wocs111dh0,2,3,slot1,picture9_neutral.jpg,1
a273wocs111dh0,2,3,slot2,picture2_threat.jpg,1
a273wocs111dh0,2,3,slot3,picture6_neutral.jpg,0
a273wocs111dh0,2,3,slot4,picture3_neutral.jpg,0
a273wocs111dh0,2,3,slot5,picture1_threat.jpg,0
a273wocs111dh0,2,3,slot6,picture4_threat.jpg,0
a273wocs111dh0,2,3,slot7,picture3_threat.jpg,1
a273wocs111dh0,2,3,slot8,picture10_neutral.jpg,0
a273wocs111dh0,2,3,slot9,picture4_neutral.jpg,0
a273wocs111dh0,2,4,slot0,picture5_neutral.jpg,0
a273wocs111dh0,2,4,slot1,picture9_neutral.jpg,1
a273wocs111dh0,2,4,slot2,picture2_threat.jpg,1
a273wocs111dh0,2,4,slot3,picture6_neutral.jpg,0
a273wocs111dh0,2,4,slot4,picture3_neutral.jpg,0
a273wocs111dh0,2,4,slot5,picture1_threat.jpg,0
a273wocs111dh0,2,4,slot6,picture4_neutral.jpg,1
a273wocs111dh0,2,4,slot7,picture3_threat.jpg,1
a273wocs111dh0,2,4,slot8,picture10_neutral.jpg,0
a273wocs111dh0,2,4,slot9,picture4_threat.jpg,0
a273wocs111dh0,2,5,slot0,picture5_neutral.jpg,0
a273wocs111dh0,2,5,slot1,picture9_neutral.jpg,1
a273wocs111dh0,2,5,slot2,picture2_threat.jpg,1
a273wocs111dh0,2,5,slot3,picture3_neutral.jpg,0
a273wocs111dh0,2,5,slot4,picture6_neutral.jpg,1
a273wocs111dh0,2,5,slot5,picture1_threat.jpg,0
a273wocs111dh0,2,5,slot6,picture4_neutral.jpg,1
a273wocs111dh0,2,5,slot7,picture3_threat.jpg,1
a273wocs111dh0,2,5,slot8,picture10_neutral.jpg,0
a273wocs111dh0,2,5,slot9,picture4_threat.jpg,0
a273wocs111dh0,2,6,slot0,picture5_neutral.jpg,0
a273wocs111dh0,2,6,slot1,picture9_neutral.jpg,1
a273wocs111dh0,2,6,slot2,picture2_threat.jpg,1
a273wocs111dh0,2,6,slot3,picture3_neutral.jpg,0
a273wocs111dh0,2,6,slot4,picture6_neutral.jpg,1
a273wocs111dh0,2,6,slot5,picture4_threat.jpg,0
a273wocs111dh0,2,6,slot6,picture4_neutral.jpg,1
a273wocs111dh0,2,6,slot7,picture3_threat.jpg,1
a273wocs111dh0,2,6,slot8,picture10_neutral.jpg,0
a273wocs111dh0,2,6,slot9,picture1_threat.jpg,0
a273wocs111dh0,2,7,slot0,picture1_threat.jpg,1
a273wocs111dh0,2,7,slot1,picture9_neutral.jpg,1
a273wocs111dh0,2,7,slot2,picture2_threat.jpg,1
a273wocs111dh0,2,7,slot3,picture3_neutral.jpg,0
a273wocs111dh0,2,7,slot4,picture6_neutral.jpg,1
a273wocs111dh0,2,7,slot5,picture4_threat.jpg,0
a273wocs111dh0,2,7,slot6,picture4_neutral.jpg,1
a273wocs111dh0,2,7,slot7,picture3_threat.jpg,1
a273wocs111dh0,2,7,slot8,picture10_neutral.jpg,0
a273wocs111dh0,2,7,slot9,picture5_neutral.jpg,0
a273wocs111dh0,2,8,slot0,picture1_threat.jpg,1
a273wocs111dh0,2,8,slot1,picture9_neutral.jpg,1
a273wocs111dh0,2,8,slot2,picture2_threat.jpg,1
a273wocs111dh0,2,8,slot3,picture3_neutral.jpg,0
a273wocs111dh0,2,8,slot4,picture6_neutral.jpg,1
a273wocs111dh0,2,8,slot5,picture4_threat.jpg,0
a273wocs111dh0,2,8,slot6,picture4_neutral.jpg,1
a273wocs111dh0,2,8,slot7,picture3_threat.jpg,1
a273wocs111dh0,2,8,slot8,picture5_neutral.jpg,0
a273wocs111dh0,2,8,slot9,picture10_neutral.jpg,1
a273wocs111dh0,2,9,slot0,picture1_threat.jpg,1
a273wocs111dh0,2,9,slot1,picture9_neutral.jpg,1
a273wocs111dh0,2,9,slot2,picture2_threat.jpg,1
a273wocs111dh0,2,9,slot3,picture3_neutral.jpg,0
a273wocs111dh0,2,9,slot4,picture6_neutral.jpg,1
a273wocs111dh0,2,9,slot5,picture5_neutral.jpg,0
a273wocs111dh0,2,9,slot6,picture4_neutral.jpg,1
a273wocs111dh0,2,9,slot7,picture3_threat.jpg,1
a273wocs111dh0,2,9,slot8,picture4_threat.jpg,1
a273wocs111dh0,2,9,slot9,picture10_neutral.jpg,1
a273wocs111dh0,2,10,slot0,picture1_threat.jpg,1
a273wocs111dh0,2,10,slot1,picture9_neutral.jpg,1
a273wocs111dh0,2,10,slot2,picture2_threat.jpg,1
a273wocs111dh0,2,10,slot3,picture5_neutral.jpg,1
a273wocs111dh0,2,10,slot4,picture6_neutral.jpg,1
a273wocs111dh0,2,10,slot5,picture3_neutral.jpg,1
a273wocs111dh0,2,10,slot6,picture4_neutral.jpg,1
a273wocs111dh0,2,10,slot7,picture3_threat.jpg,1
a273wocs111dh0,2,10,slot8,picture4_threat.jpg,1
a273wocs111dh0,2,10,slot9,picture10_neutral.jpg,1
a2z58pti5rfdkk,4,1,slot0,picture1_threat.jpg,1
a2z58pti5rfdkk,4,1,slot1,picture9_neutral.jpg,1
a2z58pti5rfdkk,4,1,slot2,picture3_threat.jpg,1
a2z58pti5rfdkk,4,1,slot3,picture10_neutral.jpg,1
a2z58pti5rfdkk,4,1,slot4,picture6_neutral.jpg,1
a2z58pti5rfdkk,4,1,slot5,picture8_neutral.jpg,0
a2z58pti5rfdkk,4,1,slot6,picture2_neutral.jpg,1
a2z58pti5rfdkk,4,1,slot7,picture1_neutral.jpg,0
a2z58pti5rfdkk,4,1,slot8,picture2_threat.jpg,1
a2z58pti5rfdkk,4,1,slot9,picture4_threat.jpg,1
a2z58pti5rfdkk,4,2,slot0,picture1_threat.jpg,1
a2z58pti5rfdkk,4,2,slot1,picture9_neutral.jpg,1
a2z58pti5rfdkk,4,2,slot2,picture3_threat.jpg,1
a2z58pti5rfdkk,4,2,slot3,picture10_neutral.jpg,1
a2z58pti5rfdkk,4,2,slot4,picture6_neutral.jpg,1
a2z58pti5rfdkk,4,2,slot5,picture1_neutral.jpg,1
a2z58pti5rfdkk,4,2,slot6,picture2_neutral.jpg,1
a2z58pti5rfdkk,4,2,slot7,picture8_neutral.jpg,1
a2z58pti5rfdkk,4,2,slot8,picture2_threat.jpg,1
a2z58pti5rfdkk,4,2,slot9,picture4_threat.jpg,1
a12abieib85r9u,2,1,slot0,picture4_threat.jpg,1
a12abieib85r9u,2,1,slot1,picture2_neutral.jpg,1
a12abieib85r9u,2,1,slot2,picture2_threat.jpg,1
a12abieib85r9u,2,1,slot3,picture3_neutral.jpg,1
a12abieib85r9u,2,1,slot4,picture7_neutral.jpg,1
a12abieib85r9u,2,1,slot5,picture1_neutral.jpg,0
a12abieib85r9u,2,1,slot6,picture3_threat.jpg,1
a12abieib85r9u,2,1,slot7,picture10_neutral.jpg,0
a12abieib85r9u,2,1,slot8,picture9_neutral.jpg,1
a12abieib85r9u,2,1,slot9,picture1_threat.jpg,1
a12abieib85r9u,2,2,slot0,picture4_threat.jpg,1
a12abieib85r9u,2,2,slot1,picture2_neutral.jpg,1
a12abieib85r9u,2,2,slot2,picture2_threat.jpg,1
a12abieib85r9u,2,2,slot3,picture3_neutral.jpg,1
a12abieib85r9u,2,2,slot4,picture7_neutral.jpg,1
a12abieib85r9u,2,2,slot5,picture1_neutral.jpg,0
a12abieib85r9u,2,2,slot6,picture3_threat.jpg,1
a12abieib85r9u,2,2,slot7,picture10_neutral.jpg,0
a12abieib85r9u,2,2,slot8,picture9_neutral.jpg,1
a12abieib85r9u,2,2,slot9,picture1_threat.jpg,1
a12abieib85r9u,2,3,slot0,picture4_threat.jpg,1
a12abieib85r9u,2,3,slot1,picture2_neutral.jpg,1
a12abieib85r9u,2,3,slot2,picture2_threat.jpg,1
a12abieib85r9u,2,3,slot3,picture3_neutral.jpg,1
a12abieib85r9u,2,3,slot4,picture7_neutral.jpg,1
a12abieib85r9u,2,3,slot5,picture10_neutral.jpg,1
a12abieib85r9u,2,3,slot6,picture3_threat.jpg,1
a12abieib85r9u,2,3,slot7,picture1_neutral.jpg,1
a12abieib85r9u,2,3,slot8,picture9_neutral.jpg,1
a12abieib85r9u,2,3,slot9,picture1_threat.jpg,1
a9w3mmlggwvt1,2,1,slot0,picture5_neutral.jpg,0
a9w3mmlggwvt1,2,1,slot1,picture2_threat.jpg,0
a9w3mmlggwvt1,2,1,slot2,picture3_neutral.jpg,0
a9w3mmlggwvt1,2,1,slot3,picture8_neutral.jpg,0
a9w3mmlggwvt1,2,1,slot4,picture9_neutral.jpg,0
a9w3mmlggwvt1,2,1,slot5,picture4_neutral.jpg,0
a9w3mmlggwvt1,2,1,slot6,picture4_threat.jpg,0
a9w3mmlggwvt1,2,1,slot7,picture2_neutral.jpg,0
a9w3mmlggwvt1,2,1,slot8,picture3_threat.jpg,0
a9w3mmlggwvt1,2,1,slot9,picture1_threat.jpg,0
a9w3mmlggwvt1,2,2,slot0,picture5_neutral.jpg,0
a9w3mmlggwvt1,2,2,slot1,picture2_threat.jpg,0
a9w3mmlggwvt1,2,2,slot2,picture8_neutral.jpg,0
a9w3mmlggwvt1,2,2,slot3,picture3_neutral.jpg,1
a9w3mmlggwvt1,2,2,slot4,picture9_neutral.jpg,0
a9w3mmlggwvt1,2,2,slot5,picture4_neutral.jpg,0
a9w3mmlggwvt1,2,2,slot6,picture4_threat.jpg,0
a9w3mmlggwvt1,2,2,slot7,picture2_neutral.jpg,0
a9w3mmlggwvt1,2,2,slot8,picture3_threat.jpg,0
a9w3mmlggwvt1,2,2,slot9,picture1_threat.jpg,0
a9w3mmlggwvt1,2,3,slot0,picture5_neutral.jpg,0
a9w3mmlggwvt1,2,3,slot1,picture8_neutral.jpg,0
a9w3mmlggwvt1,2,3,slot2,picture2_threat.jpg,1
a9w3mmlggwvt1,2,3,slot3,picture3_neutral.jpg,1
a9w3mmlggwvt1,2,3,slot4,picture9_neutral.jpg,0
a9w3mmlggwvt1,2,3,slot5,picture4_neutral.jpg,0
a9w3mmlggwvt1,2,3,slot6,picture4_threat.jpg,0
a9w3mmlggwvt1,2,3,slot7,picture2_neutral.jpg,0
a9w3mmlggwvt1,2,3,slot8,picture3_threat.jpg,0
a9w3mmlggwvt1,2,3,slot9,picture1_threat.jpg,0
a9w3mmlggwvt1,2,4,slot0,picture8_neutral.jpg,0
a9w3mmlggwvt1,2,4,slot1,picture5_neutral.jpg,1
a9w3mmlggwvt1,2,4,slot2,picture2_threat.jpg,1
a9w3mmlggwvt1,2,4,slot3,picture3_neutral.jpg,1
a9w3mmlggwvt1,2,4,slot4,picture9_neutral.jpg,0
a9w3mmlggwvt1,2,4,slot5,picture4_neutral.jpg,0
a9w3mmlggwvt1,2,4,slot6,picture4_threat.jpg,0
a9w3mmlggwvt1,2,4,slot7,picture2_neutral.jpg,0
a9w3mmlggwvt1,2,4,slot8,picture3_threat.jpg,0
a9w3mmlggwvt1,2,4,slot9,picture1_threat.jpg,0
a9w3mmlggwvt1,2,5,slot0,picture9_neutral.jpg,0
a9w3mmlggwvt1,2,5,slot1,picture5_neutral.jpg,1
a9w3mmlggwvt1,2,5,slot2,picture2_threat.jpg,1
a9w3mmlggwvt1,2,5,slot3,picture3_neutral.jpg,1
a9w3mmlggwvt1,2,5,slot4,picture8_neutral.jpg,0
a9w3mmlggwvt1,2,5,slot5,picture4_neutral.jpg,0
a9w3mmlggwvt1,2,5,slot6,picture4_threat.jpg,0
a9w3mmlggwvt1,2,5,slot7,picture2_neutral.jpg,0
a9w3mmlggwvt1,2,5,slot8,picture3_threat.jpg,0
